,Section,Speaker,Text,Timestamp,Hearing
74,Section_0,Adam Schiff,"Well, one of those people who sought synonymous turns out to be the President of the United States. I take it you didn’t know until the call record was released that the President in that call doesn’t raise Burisma, He asked for an investigation of the Bidens, is that right?",50:11,Volker/Morrison
75,Section_0,Kurt Volker,That is correct.,50:26,Volker/Morrison
76,Section_0,Adam Schiff,I take it since you say that you acknowledge that asking for an investigation of the Bidens would have been unacceptable and objectionable. That had the President asked you to get Ukraine to investigate the Bidens you would have told him so.,50:29,Volker/Morrison
77,Section_0,Kurt Volker,"I would’ve objected to that, yes sir.",50:45,Volker/Morrison
78,Section_0,Adam Schiff,Mr. Goldman.,50:48,Volker/Morrison
79,Section_0,Dan Goldman,"Thank you Mr. Chairman. Just one follow up on that Ambassador Volker, when when you say, thread the needle, you mean that you understood the relationship between Vice President Biden’s son and Burisma, but you were trying to separate the two of them in your mind, is that right?",50:49,Volker/Morrison
80,Section_0,Kurt Volker,"Well I believe that they were separate. And this references the conversation I had with Mr. Giuliani as well, where I think the allegations against Vice President Biden are self-serving and not credible. Separate question is whether it is appropriate for Ukraine to investigate possible corruption of Ukrainians that may have tried to corrupt things or buy influence. To me they are very different things and as I said, I think the former is unacceptable, I think the latter in this case [crosstalk 00:51:39]",51:08,Volker/Morrison
81,Section_0,Dan Goldman,Understood. But you understood the relationship between Hunter Biden and Burisma-,51:38,Volker/Morrison
82,Section_0,Kurt Volker,"I knew that he had been a board member of the company, yes.",51:42,Volker/Morrison
83,Section_0,Dan Goldman,Let’s go back.,51:45,Volker/Morrison
84,Section_0,Kurt Volker,That’s why it was so important to maintain a distinction.,51:46,Volker/Morrison
85,Section_0,Dan Goldman,"Let’s focus on the the July 25th call for a moment. And Mr. Morrison, July 25th was day number what for you as the senior director overseeing Ukraine?",51:49,Volker/Morrison
86,Section_0,Tim Morrison,"I officially took over on the 15th, approximately 10 days, very few days actually in the office.",52:04,Volker/Morrison
87,Section_0,Dan Goldman,You testified in your deposition that you received an email on the morning of July 25th from Ambassador’s Sondland shortly before the call. Is that right?,52:11,Volker/Morrison
88,Section_0,Tim Morrison,Yes.,52:21,Volker/Morrison
89,Section_0,Dan Goldman,"And I believe in that email Ambassador Sondland told you that he had briefed President Trump in advance of the call, is that right?",52:22,Volker/Morrison
90,Section_0,Tim Morrison,Yes.,52:30,Volker/Morrison
91,Section_0,Dan Goldman,"You also testified that Ambassador Sondland had told you on another occasion that he could call the President whenever he wanted, is that right?",52:33,Volker/Morrison
92,Section_0,Tim Morrison,Yes.,52:43,Volker/Morrison
93,Section_0,Dan Goldman,"And on July 25th, did you in fact make an effort to confirm whether or not the phone call between Ambassador Sondland and President Trump actually occurred?",52:44,Volker/Morrison
94,Section_0,Tim Morrison,I did.,52:55,Volker/Morrison
95,Section_0,Dan Goldman,And did it happen?,52:56,Volker/Morrison
96,Section_0,Tim Morrison,Yes.,52:58,Volker/Morrison
97,Section_0,Dan Goldman,"On other occasions when Ambassador Sondland told you that he spoke with President Trump, on some other occasions did you also seek confirmation of that fact?",53:00,Volker/Morrison
98,Section_0,Tim Morrison,"On some, yes.",53:09,Volker/Morrison
99,Section_0,Dan Goldman,"And on those occasions when you did seek to confirm that they had spoken, what did you find?",53:10,Volker/Morrison
100,Section_0,Tim Morrison,They had.,53:17,Volker/Morrison
101,Section_0,Dan Goldman,"Now, I’m going to pull up a text message on the morning of July 25th, between, well, it should be another one. Oh yeah, sorry. Ambassador Sondland with you, Ambassador Volker. And at 7:54 in the morning, Ambassador Sondland says, “Call ASAP.” Then at 9:35 AM, Ambassador Volker, you respond, is the screen working in front of you or just to the side?",53:18,Volker/Morrison
102,Section_0,Kurt Volker,Yeah.,53:51,Volker/Morrison
103,Section_0,Dan Goldman,So if you could go ahead and read what you said.,53:51,Volker/Morrison
104,Section_0,Kurt Volker,Yes.,53:54,Volker/Morrison
105,Section_0,Dan Goldman,At 9:35 AM.,53:55,Volker/Morrison
106,Section_0,Kurt Volker,"Yes. So I say, “Hi Gordon. Got your message. Had a great lunch with Yermak and then passed your message to him. He will see you tomorrow. Think everything is in place.”",53:57,Volker/Morrison
107,Section_0,Dan Goldman,And who is Yermak?,54:09,Volker/Morrison
108,Section_0,Kurt Volker,Andre Yermak is the senior advisor to President Zelensky of Ukraine.,54:11,Volker/Morrison
109,Section_0,Dan Goldman,"Now, what was the message that you had received?",54:19,Volker/Morrison
110,Section_0,Kurt Volker,"That President Zelensky should be clear, convincing, forthright with President Trump about his commitment to fighting corruption, investigating what happened in the past, get to the bottom of things, whatever there is. And if he does that, President Trump was prepared to be reassured that he would say, “Yes, come on, let’s get this date for this visit scheduled.”",54:24,Volker/Morrison
111,Section_0,Dan Goldman,And did you understand from that message that Ambassador Sondland had spoken to President Trump?,54:51,Volker/Morrison
112,Section_0,Kurt Volker,"I wasn’t sure whether he had or not. He, as Mr. Morrison just said, said that he does speak with President Trump. I knew that he had conversations in general. I didn’t know specifically about one leading up to this.",54:55,Volker/Morrison
113,Section_0,Dan Goldman,Now on the screen in front of you is another text message from you that same morning-,55:09,Volker/Morrison
114,Section_0,Kurt Volker,Yes.,55:14,Volker/Morrison
115,Section_0,Dan Goldman,At 8:36 in the morning to Andre Yermak.,55:14,Volker/Morrison
116,Section_0,Kurt Volker,"Yes, I believe because of the time difference. This is actually in the afternoon in Ukraine.",55:18,Volker/Morrison
117,Section_0,Dan Goldman,"In Ukraine, and so this is East coast time, that’s right. So this is slightly less than a half hour before the call between President Trump and President Zelensky.",55:23,Volker/Morrison
118,Section_0,Kurt Volker,Right-,55:31,Volker/Morrison
119,Section_0,Dan Goldman,And can you just read what you wrote there?,55:31,Volker/Morrison
120,Section_0,Kurt Volker,"Yes. And just after the lunch that I had with Andre Yermak. Says, “Good lunch, thanks. Heard from White House, assuming President Z convinces Trump he will investigate, get to the bottom of what happened in 2016, we will nail down date for visit to Washington. Good luck. See you tomorrow, Kurt.",55:33,Volker/Morrison
121,Section_0,Dan Goldman,And does this accurately relay the message that you had received from Ambassador Sondland?,55:49,Volker/Morrison
122,Section_0,Kurt Volker,Yes.,55:54,Volker/Morrison
123,Section_0,Dan Goldman,"Now Mr. Morrison, did the National Security Council also prepare talking points for President Trump for this call?",55:56,Volker/Morrison
124,Section_0,Tim Morrison,"The NSC staff did, yes.",56:03,Volker/Morrison
125,Section_0,Dan Goldman,"And per usual custom, were these talking points based on the official United States policy objectives?",56:05,Volker/Morrison
126,Section_0,Tim Morrison,They were.,56:14,Volker/Morrison
127,Section_0,Dan Goldman,"And since there has been a little bit of dispute about what that means, can you explain how official U.S. policy is determined through the inter-agency process?",56:16,Volker/Morrison
128,Section_0,Tim Morrison,"We operate under what’s known as NSPM-4, National Security Presidential Memorandum-4 it’s available on the internet. That lays out how the President wants to be provided options for his decision.",56:27,Volker/Morrison
129,Section_0,Dan Goldman,"And there’s an extensive process to finalize any policy, is that right?",56:40,Volker/Morrison
130,Section_0,Tim Morrison,Sometimes.,56:48,Volker/Morrison
131,Section_0,Dan Goldman,"Mr. Morrison, you listened to this call on the 25th, is that right?",56:53,Volker/Morrison
132,Section_0,Tim Morrison,I did.,56:57,Volker/Morrison
133,Section_0,Dan Goldman,Where did you listen from?,56:57,Volker/Morrison
134,Section_0,Tim Morrison,The White House Situation Room.,56:58,Volker/Morrison
135,Section_0,Dan Goldman,"In your deposition, you testified that the call was not what you were hoping to hear. What did you mean by that?",57:00,Volker/Morrison
136,Section_0,Tim Morrison,"I was hoping for a more full-throated statement of support from the President concerning President Zelensky’s reform agenda. Given where we were at the time with respect to the overwhelming mandate, President Zelensky Servant of the Party people had received in the Rada election.",57:07,Volker/Morrison
137,Section_0,Dan Goldman,"And Rada, which is the Ukrainian parliament, that election had occurred four days earlier?",57:28,Volker/Morrison
138,Section_0,Tim Morrison,Sounds right.,57:32,Volker/Morrison
139,Section_0,Dan Goldman,"And President Zelensky’s party won in a landslide, is that right?",57:33,Volker/Morrison
140,Section_0,Tim Morrison,They received more than a majority in their own right.,57:37,Volker/Morrison
141,Section_0,Dan Goldman,"So at least in Ukraine there was tremendous support for Zelensky’s anti-corruption agenda, is that right?",57:41,Volker/Morrison
142,Section_0,Tim Morrison,At the time.,57:48,Volker/Morrison
143,Section_0,Dan Goldman,"And within the inner agency, within the national security agencies here in the United States, was there broad support for President Zelensky?",57:50,Volker/Morrison
144,Section_0,Tim Morrison,There was broad support for giving President Zelensky a chance.,58:02,Volker/Morrison
145,Section_0,Dan Goldman,"And to that point he had shown that he had at least put his money where his mouth was for the three months that he had been in office, is that right?",58:06,Volker/Morrison
146,Section_0,Tim Morrison,"Approximately three months, yes.",58:15,Volker/Morrison
147,Section_0,Dan Goldman,"Now I’m going to show a couple of excerpts from this call record to each of you. The first is President Trump responding to a comment by President Zelensky related to defense support from the United States and the purchase of javelins. And President Trump then says, “I would like you to do us a favor though because our country has been through a lot and Ukraine knows a lot about it. I would like you to find out what happened with this whole situation with Ukraine they say Crowdstrike .. I guess you have one of your wealthy people … the server, they say Ukraine has it.” And if we could go to the next excerpt, where President Trump says, “The other thing, there’s a lot of talk about Biden’s son, that Biden’s stopped the prosecution and a lot of people want to find out about that. So whatever you can do with the Attorney General would be great. Biden went around bragging that he stopped the prosecution. So if you can look into it, it sounds horrible to me.”",58:17,Volker/Morrison
148,Section_0,Dan Goldman,"Now, Mr. Morrison were these references to Crowdstrike, the server, 2016 election and to Vice President Biden and his son, were they included in the President’s talking points?",59:16,Volker/Morrison
149,Section_0,Tim Morrison,They were not.,59:29,Volker/Morrison
150,Section_0,Dan Goldman,And were they consistent with what you understood at that time to be official U.S. policy?,59:31,Volker/Morrison
151,Section_0,Tim Morrison,I was not aware of much of this at the time.,59:37,Volker/Morrison
152,Section_0,Dan Goldman,"And in fact, subsequent to this call, you did nothing to implement the investigations that President Trump … implement the request for the investigations that President Trump asked for, is that right?",59:40,Volker/Morrison
153,Section_0,Tim Morrison,I did not understand any instruction to do so.,59:53,Volker/Morrison
154,Section_0,Dan Goldman,"And you were not aware of anyone else within … you coordinate the inter-agency process and you were not aware of anyone else who was doing that either, is that right?",59:55,Volker/Morrison
155,Section_0,Tim Morrison,Correct.,01:00:04,Volker/Morrison
156,Section_0,Dan Goldman,"Now, you testified in your deposition that hearing this call confirmed what you called the parallel process that your predecessor, Fiona Hill, had warned you about. What did you mean by that?",01:00:06,Volker/Morrison
157,Section_0,Tim Morrison,"During the period in which Dr. Hill and I were conducting handoff meetings so that I could be up to speed on the various things that were occurring in the portfolio at the time. She mentioned the traditional NSPM-4 process and the parallel process. And in the context of discussing the parallel process, she mentioned issues like Burisma, which were noteworthy to me at the time because I had never heard of them before. And upon hearing them in the call, it wound up confirming, okay, there there’s something here.",01:00:21,Volker/Morrison
158,Section_0,Dan Goldman,And who did she inform you was involved in this parallel process?,01:01:02,Volker/Morrison
159,Section_0,Tim Morrison,"As I recall, it was definitely Ambassador Sondland and I believe Mr. Giuliani.",01:01:05,Volker/Morrison
160,Section_0,Dan Goldman,"And after she informed you of this company, Burisma, what if anything did you do to determine what that was?",01:01:11,Volker/Morrison
161,Section_0,Tim Morrison,"After that particular a handoff meeting, I proceeded to look it up on the internet. I Googled it.",01:01:19,Volker/Morrison
162,Section_0,Dan Goldman,And did you find that it had some association with Hunter Biden?,01:01:25,Volker/Morrison
163,Section_0,Tim Morrison,Yes.,01:01:28,Volker/Morrison
164,Section_0,Dan Goldman,"Now Ambassador Volker, you did not listen to this call but you testified that you were surprised and troubled when you read the call record after it was released on September 25th. And you also that after reading the call record, it was clear to you that the Biden, Burisma and the 2016 election investigations that President Trump discussed on the call were designed to serve the President’s political interests, not the national interest. What did you mean when you said that?",01:01:30,Volker/Morrison
165,Section_0,Kurt Volker,"Sir, I don’t recall that language from my testimony, it’s from my October 3rd testimony?",01:02:05,Volker/Morrison
166,Section_0,Dan Goldman,Yes it was.,01:02:09,Volker/Morrison
167,Section_0,Kurt Volker,"Thank you. Well, what I do mean by that, and I’d like to phrase it in my own words now, is I don’t think that raising 2016 elections or Vice President Biden or these things that I consider to be conspiracy theories that have been circulated by the Ukrainians, particularly the former prosecutor general, are sort of, they’re not things that we should be pursuing as part of our national security strategy with Ukraine. We should be supporting Ukraine’s democracy, reforms, its own fight against corruption domestically, its struggle against Russia, its defense capabilities. These are the heart of what we should be doing and I don’t think pursuing these things serves a national interest.",01:02:10,Volker/Morrison
168,Section_0,Dan Goldman,"Now, Mr. Morrison, shortly after you heard the July 25th call, you testified that you alerted the NSC legal advisor, John Eisenberg, pretty much right away, is that right?",01:03:03,Volker/Morrison
169,Section_0,Tim Morrison,Correct.,01:03:16,Volker/Morrison
170,Section_0,Dan Goldman,"And you indicated in your opening statement, or at least from your deposition that you went to Mr. Eisenberg out of concern over the potential political fallout if the call record became public and not because he thought it was illegal, is that right?",01:03:17,Volker/Morrison
171,Section_0,Tim Morrison,Correct.,01:03:32,Volker/Morrison
172,Section_0,Dan Goldman,"But you you would agree, right, that asking a foreign government to investigate a domestic political rival is inappropriate, would you not?",01:03:34,Volker/Morrison
173,Section_0,Tim Morrison,It’s not what we recommended that the President discuss.,01:03:44,Volker/Morrison
174,Section_0,Dan Goldman,"Now in a second meeting with Mr. Eisenberg, what did you recommend that he do to prevent the call record from leaking?",01:03:48,Volker/Morrison
175,Section_0,Tim Morrison,I recommended we restrict access to the package.,01:03:58,Volker/Morrison
176,Section_0,Dan Goldman,Had you ever asked the NSC legal advisor to restrict access before?,01:04:01,Volker/Morrison
177,Section_0,Tim Morrison,No.,01:04:04,Volker/Morrison
178,Section_0,Dan Goldman,"Did you speak to your supervisor, Dr. Kupperman, before you went to speak to John Eisenberg?",01:04:06,Volker/Morrison
179,Section_0,Tim Morrison,No.,01:04:11,Volker/Morrison
180,Section_0,Dan Goldman,Did you subsequently learn that the call record had been put in a highly classified system?,01:04:13,Volker/Morrison
181,Section_0,Tim Morrison,I did.,01:04:17,Volker/Morrison
182,Section_0,Dan Goldman,And what reason did Mr. Eisenberg give you for why the call record was put in the highly classified system?,01:04:19,Volker/Morrison
183,Section_0,Tim Morrison,It was a mistake.,01:04:24,Volker/Morrison
184,Section_0,Dan Goldman,He said it was just a mistake?,01:04:26,Volker/Morrison
185,Section_0,Tim Morrison,It was an administrative error.,01:04:29,Volker/Morrison
186,Section_0,Dan Goldman,"Now isn’t it also true though, that you had authority to restrict access on the regular system if you wanted to?",01:04:33,Volker/Morrison
187,Section_0,Tim Morrison,"I believe I could have instructed the appropriate staff to do so, yes.",01:04:40,Volker/Morrison
188,Section_0,Dan Goldman,So why did you go to the NSC legal advisor to recommend that?,01:04:43,Volker/Morrison
189,Section_0,Tim Morrison,"Well, I was also concerned that based on the participants in the listening room that day, I did not then, and I do not now recall any representatives from the NSC legal advisor’s office, as they were often on head of state calls, but not always. And I wanted to make sure that John Eisenberg as the legal advisor and his deputy were aware to review this particular transcript.",01:04:47,Volker/Morrison
190,Section_0,Dan Goldman,"And you wanted them to review it because you were concerned about the potential political consequences, not because anything was wrong?",01:05:13,Volker/Morrison
191,Section_0,Tim Morrison,Correct and political consequences was an umbrella term I used in my statement to describe a series of effects I feared about what would happen if and when the content of the transcript or the content of the [inaudible 01:05:34] leaked.,01:05:21,Volker/Morrison
192,Section_0,Dan Goldman,"So just to make sure I understand this correctly, Mr. Morrison, you heard the call, you recognize that President Trump was not discussing the talking points that the NSC had prepared based on official U.S. policy and was instead talking about the investigations that Fiona Hill had warned you about, and then you reported it immediately to the NSC legal advisor. Is that the correct chain of events here?",01:05:34,Volker/Morrison
193,Section_0,Tim Morrison,That’s correct.,01:06:02,Volker/Morrison
194,Section_0,Dan Goldman,"Now, Ambassador Volker in the July 25th call, President Zelensky volunteers to President Trump that Rudy Giuliani had already spoken with one of his associates and that President Zelensky hopes Giuliani will come to Ukraine. And in response, President Trump proceeds to mention Mr. Giuliani on three separate occasions during this call. You testified about a May 23rd meeting in the Oval Office where the President spoke quite negatively about Ukraine and how it tried to take him down. And that he also repeated some of the allegations that Mr. Giuliani was making, is that correct?",01:06:04,Volker/Morrison
195,Section_0,Kurt Volker,Yes.,01:06:45,Volker/Morrison
196,Section_0,Dan Goldman,"Okay. And those allegations were in the media, were they not?",01:06:46,Volker/Morrison
197,Section_0,Kurt Volker,Yes.,01:06:49,Volker/Morrison
198,Section_0,Dan Goldman,"And during that meeting, President Trump told you and Ambassador Sondland and Secretary Perry to talk to Giuliani, isn’t that correct?",01:06:50,Volker/Morrison
199,Section_0,Kurt Volker,"I didn’t take it as an instruction, I want to be clear about that. He said, “That’s not what I hear.” When we were giving him our assessment about President Zelensky and where Ukraine is headed, “That’s not what I hear. I are terrible things. He’s got terrible people around him, talk to Rudy.” And I understood in that context, him just saying, that’s where he hears it from. I didn’t take it as an instruction.",01:07:02,Volker/Morrison
200,Section_0,Dan Goldman,"So when he said, “talk to Rudy,” you didn’t take it for him to mean for you to talk to Rudy?",01:07:25,Volker/Morrison
201,Section_0,Kurt Volker,"No, I didn’t take it that way. I took it as, just part of the dialogue that “I hear other things, I hear them from Rudy Giuliani or other people. That’s not what’s going on. He’s surrounded by terrible people. Talk to Rudy.” It just seemed like part of the dialogue.",01:07:31,Volker/Morrison
202,Section_0,Dan Goldman,"Well, after that meeting, did you in fact talk to Rudy?",01:07:50,Volker/Morrison
203,Section_0,Kurt Volker,"After that meeting not immediately, no. Remember this was May 23rd and we continued to proceed with our effort to get the White House visit for President Zelensky scheduled and to keep ramping up our support for the new Ukrainian president, and ultimately the new Ukrainian government. I did, however, on July 2nd as I was becoming concerned that we were not succeeding at this, to tell President Zelensky, “I think we have a problem.” And that problem being this negative feed of information from Mr. Giuliani.",01:07:53,Volker/Morrison
204,Section_0,Dan Goldman,"Ultimately, I think as you testified in your opening statement, you introduced Mr. Yermak to Mr. Giuliani and they eventually met, is that right?",01:08:27,Volker/Morrison
205,Section_0,Kurt Volker,That is correct.,01:08:35,Volker/Morrison
206,Section_0,Dan Goldman,"Now, during this whole time in July and after the call into early August when they met, Ukraine still desperately wanted that Oval Office meeting for President Zelensky, correct?",01:08:36,Volker/Morrison
207,Section_0,Kurt Volker,That is correct.,01:08:46,Volker/Morrison
208,Section_0,Dan Goldman,"And you also wanted that for President Zelensky, is that right?",01:08:46,Volker/Morrison
209,Section_0,Kurt Volker,That is correct.,01:08:50,Volker/Morrison
210,Section_0,Dan Goldman,Why was that Oval Office meeting so important to President Zelensky?,01:08:50,Volker/Morrison
211,Section_0,Kurt Volker,"I think that he felt that he was not well understood by President Trump. He is a charismatic leader who ran a remarkable campaign in Ukraine against the legacy of corruption and political mullahs that had been there. He had a massive showing in the presidential election, 73% support. He believed he was leading a movement of major change in Ukraine, and that President Trump did not see that or didn’t appreciate that. But if he had a chance to sit down and speak with President Trump face to face, he believed that he could be very convincing about that and I agree with him.",01:08:54,Volker/Morrison
212,Section_0,Dan Goldman,"That certainly was your assessment, right?",01:09:31,Volker/Morrison
213,Section_0,Kurt Volker,"It was my assessment, and I believe it was also what President Zelensky believed.",01:09:33,Volker/Morrison
214,Section_0,Dan Goldman,"And certainly you understood from your experience in Ukraine that there would be a significant boost in legitimacy at home for President Zelensky if there were photos of him in the Oval Office, et cetera, right?",01:09:37,Volker/Morrison
215,Section_0,Kurt Volker,"Yes, that is correct.",01:09:48,Volker/Morrison
216,Section_0,Dan Goldman,"Now, you testified in your opening statement that Mr. Giuliani and Mr. Yermak, Zelensky’s aid met on August 2nd. Where did they meet?",01:09:49,Volker/Morrison
217,Section_0,Kurt Volker,They met in Madrid.,01:09:59,Volker/Morrison
218,Section_0,Dan Goldman,And did you learn that Mr. Giuliani-,01:10:01,Volker/Morrison
219,Section_0,Kurt Volker,Madrid.,01:10:03,Volker/Morrison
220,Section_0,Dan Goldman,And what did you learn that Mr. Giuliani requested anything of the Ukrainians at that meeting?,01:10:03,Volker/Morrison
221,Section_0,Kurt Volker,"Only when I spoke with Mr. Giuliani afterwards, he said that he thought Ukraine should issue a statement. And then I spoke with Mr. Yermak after that, and he said yes and we are prepared to make a statement. And that then kicked off the series of discussions that I said in my testimony.",01:10:08,Volker/Morrison
222,Section_0,Dan Goldman,We’ll get into that in a second. But Mr. Giuliani did not explain to you what needed to be included in that statement and that call you had?,01:10:25,Volker/Morrison
223,Section_0,Kurt Volker,"He said something more general, as I recall. I recall him saying fight corruption, that their commitment to being different. Mr. Yermak told me when I spoke with him, as I recall, that the statement would include specific mention of Burisma and 2016.",01:10:33,Volker/Morrison
224,Section_0,Dan Goldman,"Right. Let’s go through some of the text messages so we know exactly who said what. And first, let’s start on August 9th. This is a text exchange between you and Ambassador Sondland, where Ambassador Sondland writes at the top, “Morrison ready to get dates as soon as Yermak confirms.” And what did you respond?",01:10:51,Volker/Morrison
225,Section_0,Kurt Volker,I said excellent with two exclamation points. How did you sway him with a smile afterwards?,01:11:13,Volker/Morrison
226,Section_0,Dan Goldman,"Ambassador Sondland responded, “Not sure I did. I think POTUS really wants the deliverable.” And what did you say to that?",01:11:19,Volker/Morrison
227,Section_0,Kurt Volker,But how does he know that?,01:11:26,Volker/Morrison
228,Section_0,Dan Goldman,"And Ambassador Sondland says, “Yep, clearly lots of convos going on.” Now, Mr. Morrison, you’re referenced in this text message. Had you discussed confirming a date for a White House visit for President Zelensky with Ambassador Sondland around this time?",01:11:28,Volker/Morrison
229,Section_0,Tim Morrison,I likely would have.,01:11:44,Volker/Morrison
230,Section_0,Dan Goldman,"And did you have any discussions with him about a statement that Ukraine, that they were trying to get Ukraine to make?",01:11:47,Volker/Morrison
231,Section_0,Tim Morrison,I did not.,01:11:58,Volker/Morrison
232,Section_0,Dan Goldman,Were you aware that… Do you yourself know what Ambassador Sondland meant by the deliverable?,01:12:00,Volker/Morrison
233,Section_0,Tim Morrison,I did not at the time. I think I have an understanding now.,01:12:09,Volker/Morrison
234,Section_0,Dan Goldman,And what is your understanding now?,01:12:14,Volker/Morrison
235,Section_0,Tim Morrison,"There seems to have been discussions about a statement, various drafts of which have been discussed in various proceedings.",01:12:16,Volker/Morrison
236,Section_0,Dan Goldman,"But this to your knowledge, was part of that parallel process you were talking about?",01:12:24,Volker/Morrison
237,Section_0,Tim Morrison,Yes.,01:12:28,Volker/Morrison
238,Section_0,Dan Goldman,"If we can now go to the next exhibit, which is another text exchange just a few minutes later between Ambassador Sondland and you Ambassador Volker, where Ambassador Sondland says, “To avoid misunderstandings, might be helpful to ask Andrey for a draft statement embargoed so that we can see exactly what they propose to cover. Even though Ze, Zelensky, does a live presser, they can still summarize in a brief statement. Thoughts?” And how did you respond?",01:12:29,Volker/Morrison
239,Section_0,Kurt Volker,Agree.,01:13:00,Volker/Morrison
240,Section_0,Dan Goldman,"And this relates to the statement that Mr. Giuliani wanted. Is that right, Ambassador Volker?",01:13:01,Volker/Morrison
241,Section_0,Kurt Volker,It relates to the statement that he and Mr. Yermak had discussed.,01:13:06,Volker/Morrison
242,Section_0,Dan Goldman,"And now to the next day on August 10th, there’s another text exchange between you and Mr. Yermak, who’s the same aid that Mr. Giuliani had met in Madrid. And if you could read what you wrote at the top at 5:02 PM.",01:13:09,Volker/Morrison
243,Section_0,Kurt Volker,"Right. I wrote, I agree with your approach. Let’s iron out statement and use that to get date and then President Zelensky can go forward with it.",01:13:26,Volker/Morrison
244,Section_0,Dan Goldman,"And Mr. Yermak responds, “Once we have a date, we will call for a press briefing announcing upcoming visit and outlining vision for the reboot of US Ukraine relationship, including among other things, Burisma and election meddling in investigations.” And what did you respond?",01:13:36,Volker/Morrison
245,Section_0,Kurt Volker,Sounds great.,01:13:57,Volker/Morrison
246,Section_0,Dan Goldman,"Now the date that he’s referring to, that is the date for the White House visit.",01:13:59,Volker/Morrison
247,Section_0,Kurt Volker,That’s correct.,01:14:03,Volker/Morrison
248,Section_0,Dan Goldman,"Now two days later on August 12th, you receive another text message from Mr. Yermak, which reads, “Special attention should be paid to the problem of interference in the political processes of the United States, especially with the alleged involvement of some Ukrainian politicians. I want to declare that this is unacceptable. We intend to initiate and complete a transparent and unbiased investigation of all available facts and episodes, which in turn will prevent the recurrence of this problem in the future.” Now Ambassador Volker, this was a draft, was it not of the statement that you and Mr. Giuliani and Mr. Yermak and Ambassador Sondland had been discussing?",01:14:05,Volker/Morrison
249,Section_0,Kurt Volker,This is the first draft of that from Mr. Yermak after the conversations that we had.,01:14:51,Volker/Morrison
250,Section_0,Dan Goldman,"And it does not mention Burisma or the 2016 election interference, correct?",01:14:57,Volker/Morrison
251,Section_0,Kurt Volker,It does not.,01:15:00,Volker/Morrison
252,Section_0,Dan Goldman,And you testified in your deposition that you and Ambassador Sondland and Mayor Giuliani had a conversation about this draft after you received it. Is that right?,01:15:01,Volker/Morrison
253,Section_0,Kurt Volker,That is correct.,01:15:11,Volker/Morrison
254,Section_0,Dan Goldman,"And Mr. Giuliani said that if the statement did not include Burisma and 2016 election, it would not have any credibility. Is that right?",01:15:14,Volker/Morrison
255,Section_0,Kurt Volker,That’s correct.,01:15:23,Volker/Morrison
256,Section_0,Dan Goldman,"Now, this was the same Rudy Giuliani that President Trump was discussing in that May 23rd meeting and asked you and the others to talk to, correct?",01:15:24,Volker/Morrison
257,Section_0,Kurt Volker,That is the same Mr. Giuliani.,01:15:37,Volker/Morrison
258,Section_0,Dan Goldman,"And even at that point on May 23rd, you were aware of these investigations that he was publicly promoting. Correct?",01:15:38,Volker/Morrison
259,Section_0,Kurt Volker,I knew that he had adopted or was interested in all of those conspiracy theories that had come from Lutsenko.,01:15:46,Volker/Morrison
260,Section_0,Dan Goldman,"Back in May, you knew that?",01:15:54,Volker/Morrison
261,Section_0,Kurt Volker,Back in May.,01:15:55,Volker/Morrison
262,Section_0,Dan Goldman,Now he was insisting on a public commitment from President Zelensky to do these investigations. Correct?,01:15:56,Volker/Morrison
263,Section_0,Kurt Volker,"Well, now what do we mean by these investigations?",01:16:04,Volker/Morrison
264,Section_0,Dan Goldman,"Oh, Burisma and the 2016 election.",01:16:07,Volker/Morrison
265,Section_0,Kurt Volker,"Burisma and 2016, yes.",01:16:09,Volker/Morrison
266,Section_0,Dan Goldman,"And at the time that you were engaged in coordinating for this statement, did you find it unusual that there was such an emphasis on a public statement from President Zelensky to carry out the investigations that the president was seeking?",01:16:12,Volker/Morrison
267,Section_0,Kurt Volker,"I didn’t find it that unusual. I think when you’re dealing with a situation where I believe the president was highly skeptical about President Zelensky being committed to really changing Ukraine after his entirely negative view of the country, that he would want to hear something more from President Zelensky to be convinced that, okay, I’ll give this guy a chance.",01:16:27,Volker/Morrison
268,Section_0,Dan Goldman,And perhaps he also wanted a public statement because it would lock President Zelensky in to do these investigations that he thought might benefit him?,01:16:49,Volker/Morrison
269,Section_0,Kurt Volker,"Well, again, when we say these investigations, what I understood us to be talking about was Ukrainian corruption.",01:16:59,Volker/Morrison
270,Section_0,Dan Goldman,"Well, what we’re talking about is Burisma and the 2016 election. Let’s just, we can agree on that. And so when we’re talking about these investigations, isn’t it clear that a public statement would be important to Mr. Giuliani because it was politically useful to the president?",01:17:07,Volker/Morrison
271,Section_0,Kurt Volker,"The way I saw it is that it would be helpful. It would be a way of being convincing to Mayor Giuliani and also the president that this team in Ukraine is serious about fighting corruption reform, that they are different. And if that would be helpful in getting a more positive attitude and the White House meeting scheduled, then that would be useful.",01:17:23,Volker/Morrison
272,Section_0,Dan Goldman,And that would be helpful to get that White House meeting?,01:17:45,Volker/Morrison
273,Section_0,Kurt Volker,Correct.,01:17:47,Volker/Morrison
274,Section_0,Dan Goldman,"In fact, it was a necessary condition as you understood at that point.",01:17:48,Volker/Morrison
